B.cells.naive	B.cells.memory	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.CD8	Macrophages.M0	Macrophages.M1	Macrophages.M2	Mast.cells.resting	Mast.cells.activated
mix_1	0.0436	0.0147	0.0633	0.0136	0	0.367	0.1058	0.0138	0.2735	0	0.1048
mix_2	0.0212	0.0315	0.0909	0.0287	0	0.1742	0.1672	0.0054	0.3303	0	0.1508
mix_3	0.1717	0	0.294	0.2098	0.0291	0.2645	0	0.0175	0.0134	0	0
mix_4	0.2604	0	0.1757	0.1107	0	0.3016	0.0018	0.0152	0.1347	0	0
mix_5	0.1584	6e-04	0.153	0.0167	0.0096	0.5215	0	0.028	0.1088	0	0.0034
mix_6	0.1576	0.0056	0.157	0.0563	0	0.3221	0.0638	0.0073	0.2022	0	0.0281
mix_7	0.3116	0	0.1764	0.0968	0	0.3319	0	0.0184	0.0648	0	0
mix_8	0.3	0.0303	0.1772	0.1231	0	0	0.0945	0.0031	0.2341	0	0.0377
mix_9	0.0601	0.0023	0.1017	0.053	0	0.4425	0.0548	0.0133	0.2076	0	0.0648
mix_10	0.387	0.0421	0.2623	0.1089	0	0.087	0	9e-04	0.1118	0	0
mix_11	0.0643	0.0217	0.0817	0.0935	0	0.1518	0.1465	0.0069	0.3088	0	0.1249
mix_12	0.0173	0.0171	0.175	0.0563	0	0.235	0.1233	0.0096	0.2638	0	0.1026
mix_13	0.4006	0	0.099	0.0535	0	0.3617	0	0.013	0.0721	0	0
mix_14	0.4221	0.0452	0.2215	0.0726	0	0.1523	0	0	0.0863	0	0
mix_15	0.2806	0	0.012	0	0	0.6649	0	0.038	0.0045	0	0
mix_16	0.2177	0	0.2631	0.1631	0.0139	0.2343	0	0.0144	0.0935	0	0
mix_17	0.4586	0.0407	0.271	0.1073	0.0047	0.1177	0	0	0	0	0
mix_18	0.0461	0.0509	0.1037	0.0312	0	0.0825	0.1879	0	0.3497	0	0.148
mix_19	0.2609	0	0.1551	0.0546	0	0.2542	0.0564	0.009	0.1785	0	0.0314
mix_20	0.0797	0	0.2715	0.0526	0.0317	0.5645	0	0	0	0	0
mix_21	0.2879	0.0077	0.2592	0.0853	0	0.2712	0	0.0076	0.0812	0	0
mix_22	0.2862	0	0.0615	0.0121	0	0.4123	0.0213	0.0161	0.1623	0	0.0282
mix_23	0.3522	0.0031	0.1905	0.1421	0	0.0809	0.0448	0.0072	0.1792	0	0
mix_24	0.0237	0.0196	0.0309	0	0	0.2021	0.1786	0.0134	0.3691	0	0.1625
mix_25	0.0531	0.0286	0.2849	0.1801	0	0.1328	0.0868	0.0028	0.2005	0	0.0304
mix_26	0.006	0	0.1446	0.0543	0.0488	0.7225	0	0.0238	0	0	0
mix_27	0.312	0.005	0	0	0	0.2304	0.0906	0.0098	0.2632	0	0.0888
mix_28	0.1606	0	0.253	0.118	0.0268	0.4415	0	0	0	0	0
mix_29	0.1426	0	0.1566	0.0676	0	0.3535	0.0433	0.0198	0.1811	0	0.0354
mix_30	0.1966	0.0034	0.1674	0.0736	0	0.2997	0.0425	0.0158	0.1733	0	0.0277
mix_31	0.1351	0.0133	0.2163	0.1676	0	0.1553	0.0706	0.0134	0.195	0	0.0334
mix_32	0.1814	0	0.2144	0.117	0.0027	0.3208	0.011	0.02	0.1273	0	0.0055
mix_33	0.2154	7e-04	0.149	0.1246	0	0.1899	0.0629	0.0109	0.2147	0	0.0318
mix_34	0.03	0.0118	0.0977	0.0369	0	0.2566	0.1348	0.0074	0.3005	0	0.1245
mix_35	0.1191	0.0095	0.1399	0.0126	0	0.3588	0.0809	0.0101	0.2132	0	0.0558
mix_36	0.3297	0.0077	0.2382	0.2171	0.0133	0.1209	0	0.0113	0.0618	0	0
mix_37	0.3262	0.0194	0.2533	0.2215	0.0123	0.0633	0	0.0044	0.0996	0	0
mix_38	0.0752	0	0.2101	0.164	0.0373	0.4925	0	0.0208	0	0	0
mix_39	0.3167	0	0.0969	0.009	0	0.5461	0	0.0265	0.0048	0	0
mix_40	0.2234	0.0107	0.2079	0.1644	0	0.0827	0.0634	0.0072	0.2056	0	0.0348
mix_41	0.0638	0.0088	0.0827	0.0045	0	0.3701	0.1031	0.0109	0.2636	0	0.0924
mix_42	0.3293	0	0.2493	0.121	0.0074	0.2929	0	0	0	0	0
mix_43	0.0088	0	0.1509	0.0266	0.0136	0.647	0	0.03	0.0957	0	0.0274
mix_44	0.0569	0	0.2026	0.1626	0.0362	0.4319	0	0.0288	0.0811	0	0
mix_45	0.0204	0.0142	0.3331	0.2208	0.0035	0.1313	0.0707	0.0048	0.1865	0	0.0146
mix_46	0.1628	0	0.2098	0.0158	0.0123	0.5693	0	0.0195	0.0105	0	0
mix_47	0.243	0.0066	0.209	0.117	0	0.1189	0.071	0.0026	0.2104	0	0.0214
mix_48	0.2627	0.0292	0	0	0	0.2224	0.0903	0.0126	0.278	0	0.1048
mix_49	0.2527	0	0.0505	0	0	0.3453	0.0632	0.0109	0.2214	0	0.0558
mix_50	0.2892	0.0045	0.3476	0.227	0.0207	0.1025	0	0.0042	0.0043	0	0
mix_51	0.2652	0.0191	0.0148	0.0174	0	0.2683	0.0759	0.011	0.251	0	0.0774
mix_52	0.3629	0	0.1498	0.0974	0.0195	0.3561	0	0.0143	0	0	0
mix_53	0.2751	0.0063	0.0635	0.0398	0	0.2455	0.0659	0.0156	0.2394	0	0.0489
mix_54	0.3442	0	0.2406	0.0782	0	0.3369	0	0	0	0	0
mix_55	0.2534	0.011	0.0912	0.0443	0	0.2421	0.0685	0.0068	0.2319	0	0.0509
mix_56	0.1611	0.0051	0.3535	0.2254	0.0252	0.093	0.0198	0.0038	0.1131	0	0
mix_57	0.0224	0	0.1588	0.1188	0	0.3139	0.0716	0.024	0.2184	0	0.072
mix_58	0.1752	0	0.1655	0.0806	0.0028	0.4649	0	0.0292	0.0809	0	0.001
mix_59	0.0216	0.006	0.1088	0	0	0.4004	0.1001	0.0119	0.257	0	0.0942
mix_60	0.3631	0.0274	0.2425	0.0955	0	0.101	0.0231	0	0.1474	0	0
mix_61	0.2328	0	0.3573	0.2876	0.0381	0.0842	0	0	0	0	0
mix_62	0.198	0	0.2408	0.184	0.0393	0.325	0	0.0128	0	0	0
mix_63	0.054	0	0.1734	0.0908	0	0.2538	0.1039	0.008	0.2453	0	0.0709
mix_64	0.2468	0.0319	0.2165	0.1604	0	0.0016	0.0894	4e-04	0.2249	0	0.0282
mix_65	0.1399	0	0.0394	0.0255	8e-04	0.6201	0	0.0336	0.1182	0	0.0224
mix_66	0.2592	0.0148	0.0115	0	0	0.2962	0.0769	0.0108	0.2545	0	0.0762
mix_67	0.2939	0	0.1479	0.0771	0.0174	0.4548	0	0.0089	0	0	0
mix_68	0.0585	0	0.1274	0	0.0165	0.7452	0	0.0375	0.0148	0	0
mix_69	0.2346	0.0275	0.1874	0.1316	0	0.0506	0.0943	0.0015	0.2338	0	0.0386
mix_70	0.3587	0.0024	0	0	0	0.4358	0	0.0275	0.1403	0	0.0354
mix_71	0.3144	0.0568	0.0976	0.0455	0	0	0.1286	0	0.2805	0	0.0766
mix_72	0.4619	0.0551	0.2307	0.1717	0.0143	0.0349	0	0.0056	0.0258	0	0
mix_73	0.3494	0	0.0184	0	0	0.4979	0	0.0292	0.0972	0	0.008
mix_74	0.2868	0.0117	0.1831	0.139	0	0.1888	0.0171	0.0188	0.1499	0	0.0048
mix_75	0.248	0.0186	0.055	0.0431	0	0.1662	0.1045	0.0062	0.2723	0	0.0862
mix_76	0.0654	0	0.1555	0.0687	0.008	0.5984	0	0.0308	0.0733	0	0
mix_77	0.0739	0	0.2947	0.1543	0.0455	0.4316	0	0	0	0	0
mix_78	0.1996	0.0084	0.0992	0.0159	0	0.3033	0.0758	0.0117	0.2306	0	0.0555
mix_79	0.0544	0.0315	0.1665	0.0842	0	0.172	0.1278	0.0019	0.2698	0	0.0919
mix_80	0.3242	0.0216	0.2953	0.1286	0.0028	0.1194	0	0.0056	0.1025	0	0
mix_81	0.1591	0.0088	0.3465	0.2365	0.0204	0.1267	0	0.0092	0.0929	0	0
mix_82	0.2637	0.0113	0.1521	0.0757	0	0.1966	0.0654	0.0085	0.1987	0	0.028
mix_83	0.2034	0.0217	0.0846	0.0441	0	0.1904	0.1004	0.008	0.2726	0	0.0747
mix_84	0.226	0.0121	0.2879	0.1648	0.0041	0.153	0.0153	0.0065	0.1304	0	0
mix_85	0.1689	0	0.3173	0.1735	0.0128	0.1776	0.0162	0.0093	0.1244	0	0
mix_86	0.0583	0	0.2754	0.1686	0.0392	0.4205	0	0.0233	0.0147	0	0
mix_87	0.1258	0.0186	0.3071	0.2027	0.0036	0.0808	0.0684	0.0034	0.1807	0	0.0088
mix_88	0.2005	0	0.2057	0.1047	0.011	0.3937	0	0.0203	0.0641	0	0
mix_89	0.1438	0	0.2606	0.152	0.0263	0.404	0	0.0134	0	0	0
mix_90	0.1065	0.0124	0.2552	0.1336	0	0.1721	0.0862	0.0061	0.2056	0	0.0225
mix_91	0.1981	0.0018	0.0357	0.0223	0	0.3014	0.0747	0.0166	0.2579	0	0.0916
mix_92	0.186	0.0163	0.2408	0.1658	0	0.099	0.0656	0.0062	0.1979	0	0.0224
mix_93	0.0091	0.0573	0.0881	0.0286	0	0.0552	0.2073	0.0106	0.3691	0	0.1749
mix_94	0.0192	0.0028	0.0143	0	0	0.3977	0.1259	0.0154	0.2978	0	0.1269
mix_95	0.2725	0.0063	0	0	0	0.3292	0.0728	0.0123	0.2405	0	0.0663
mix_96	0.2138	0	0	0	0	0.4463	0.0392	0.0249	0.2014	0	0.0744
mix_97	0.1585	0.0119	0.1771	0.075	0	0.2066	0.0862	0.0061	0.2309	0	0.0478
mix_98	0.2294	0.0136	0.1924	0.136	0	0.1009	0.0784	0.0015	0.2151	0	0.0327
mix_99	0.0842	0	0.3945	0.2436	0.0579	0.2197	0	0	0	0	0
mix_100	0.2108	0	0.2406	0.165	0	0.1411	0.0461	0.006	0.1802	0	0.0103
