	B Cells	CD4 T Cells	CD8 T Cells	Endo	Fibroblast	Macrophages	Mast Cell
mix_1	0.0679	0.0594	0.2057	0	0.125	0.0987	0
mix_2	0.0951	0.1046	0.1132	0	0.1047	0.0749	0
mix_3	0.08	0.096	0.0238	0	0.2596	0.0996	0
mix_4	0.0954	0.2012	0.1543	0	0.2092	0.0671	0
mix_5	0.087	0.1174	0.1397	0	0.2807	0.0744	0
mix_6	0.0902	0.1642	0.1698	0	0.2123	0.0619	0
mix_7	0.0839	0.1051	0.0997	0	0.297	0.0796	0
mix_8	0.0665	0.0867	0.1151	0	0.2379	0.0679	0
mix_9	0.0986	0.1832	0.2209	0	0.1608	0.063	0
mix_10	0.1093	0.2188	0.0449	0	0.1746	0.1142	0
mix_11	0.1064	0.0924	0.1945	0	0.0542	0.106	0
mix_12	0.0668	0.1671	0.1286	0	0.2774	0.0751	0
mix_13	0.0789	0.2646	0.0898	0	0.1225	0.0877	0
mix_14	0.1137	0.2213	0.1404	0	0.12	0.1009	0
mix_15	0.0738	0.1155	0.131	0	0.2427	0.0677	0
mix_16	0.0836	0.0913	0.0182	0	0.3228	0.0664	0
mix_17	0.0696	0.1226	0.0188	0	0.3247	0.064	0
mix_18	0.0964	0.2761	0.0081	0	0.0957	0.1059	0
mix_19	0.0524	0.0922	0.0497	0	0.2509	0.0998	0
mix_20	0.0985	0.1864	0.1227	0	0.1324	0.0622	0
mix_21	0.064	0.2009	0.0269	0	0.2869	0.0693	0
mix_22	0.0904	0.1476	0.1624	0	0.1542	0.1148	0
mix_23	0.0981	0.1772	0.149	0	0.0815	0.0934	0
mix_24	0.0782	0.1553	0.1107	0	0.2839	0.0606	0
mix_25	0.0979	0.2203	0.168	0	0.133	0.0692	0
mix_26	0.0636	0.1893	0.0118	0	0.2613	0.0961	0
mix_27	0.0842	0.1236	0.194	0	0.1218	0.0861	0
mix_28	0.091	0.1694	0.1377	0	0.1982	0.0677	0
mix_29	0.0864	0.0977	0.1823	0	0.1251	0.0983	0
mix_30	0.0883	0.2099	0.1579	0	0.1847	0.0696	0
mix_31	0.0841	0.1902	0.1054	0	0.156	0.0973	0
mix_32	0.122	0.2435	0.132	0	0.075	0.1147	0
mix_33	0.082	0.2166	0.0607	0	0.1686	0.1033	0
mix_34	0.0843	0.1656	0.0086	0	0.152	0.1179	0
mix_35	0.0776	0.1693	0.1531	0	0.2155	0.0867	0
mix_36	0.0839	0.1519	0.1215	0	0.2245	0.0952	0
mix_37	0.0679	0.1149	0.0618	0	0.2966	0.0755	0
mix_38	0.0725	0.0912	0.0959	0	0.2606	0.0865	0
mix_39	0.0938	0.1558	0.1522	0	0.1894	0.0688	0
mix_40	0.0851	0.1819	0.1101	0	0.2242	0.1071	0
mix_41	0.0738	0.1673	0.0298	0	0.2309	0.1041	0
mix_42	0.13	0.3225	0.0916	0	0.0922	0.0873	0
mix_43	0.0919	0.1973	0.0184	0	0.2028	0.108	0
mix_44	0.1066	0.1669	0.1296	0	0.075	0.0866	0
mix_45	0.0886	0.1198	0.1433	0	0.2161	0.0869	0
mix_46	0.0736	0.1664	0.0555	0	0.2146	0.121	0
mix_47	0.0634	0.0552	0.0	0	0.3163	0.0609	0
mix_48	0.1138	0.2685	0.0498	0	0.1036	0.1122	0
mix_49	0.107	0.1485	0.1282	0	0.103	0.1517	0
mix_50	0.0882	0.1543	0.173	0	0.1902	0.0725	0
mix_51	0.078	0.1578	0.0039	0	0.2787	0.0923	0
mix_52	0.0857	0.159	0.0356	0	0.2322	0.0999	0
mix_53	0.1247	0.1836	0.0218	0	0.1241	0.1073	0
mix_54	0.0881	0.1903	0.1022	0	0.2173	0.0818	0
mix_55	0.0695	0.2419	0.0146	0	0.2042	0.0853	0
mix_56	0.0787	0.2305	0.1361	0	0.1642	0.0942	0
mix_57	0.0971	0.166	0.1957	0	0.1782	0.0735	0
mix_58	0.066	0.1426	0.1279	0	0.2527	0.0675	0
mix_59	0.1038	0.1378	0.0265	0	0.2133	0.1157	0
mix_60	0.0805	0.2174	0.059	0	0.1822	0.089	0
mix_61	0.088	0.1415	0.1282	0	0.2679	0.0863	0
mix_62	0.0677	0.1212	0.0618	0	0.2673	0.0965	0
mix_63	0.0695	0.1631	0.1336	0	0.2519	0.072	0
mix_64	0.0904	0.071	0.0	0	0.2728	0.0685	0
mix_65	0.0756	0.1374	0.0314	0	0.2027	0.1028	0
mix_66	0.1114	0.1084	0.0798	0	0.1303	0.1178	0
mix_67	0.0952	0.0716	0.1707	0	0.186	0.0923	0
mix_68	0.0768	0.1606	0.0629	0	0.2573	0.0734	0
mix_69	0.1098	0.2173	0.0951	0	0.2117	0.062	0
mix_70	0.0586	0.161	0.0262	0	0.3066	0.0851	0
mix_71	0.0687	0.114	0.0866	0	0.2407	0.0864	0
mix_72	0.0766	0.091	0.0758	0	0.2844	0.0927	0
mix_73	0.0754	0.1743	0.0222	0	0.3591	0.0629	0
mix_74	0.0966	0.2239	0.1896	0	0.0646	0.0818	0
mix_75	0.1015	0.2255	0.0651	0	0.1939	0.0866	0
mix_76	0.0725	0.0658	0.1457	0	0.264	0.1028	0
mix_77	0.1033	0.1909	0.123	0	0.1859	0.086	0
mix_78	0.0731	0.1695	0.06	0	0.2471	0.0774	0
mix_79	0.112	0.1079	0.0225	0	0.2759	0.1156	0
mix_80	0.1247	0.2065	0.0293	0	0.1392	0.1132	0
mix_81	0.0977	0.1114	0.0099	0	0.1022	0.1431	0
mix_82	0.0536	0.0653	0.0	0	0.3859	0.0863	0
mix_83	0.0705	0.219	0.0306	0	0.3424	0.0672	0
mix_84	0.0756	0.1175	0.1082	0	0.268	0.0814	0
mix_85	0.0713	0.1027	0.0435	0	0.2477	0.105	0
mix_86	0.0866	0.1627	0.1165	0	0.2617	0.0688	0
mix_87	0.0972	0.179	0.2643	0	0.0487	0.0998	0
mix_88	0.0853	0.19	0.1384	0	0.1404	0.0999	0
mix_89	0.1255	0.0985	0.0	0	0.1753	0.1097	0
mix_90	0.0811	0.1698	0.2509	0	0.108	0.0833	0
mix_91	0.072	0.1509	0.1585	0	0.2182	0.0884	0
mix_92	0.0929	0.2112	0.1062	0	0.1656	0.075	0
mix_93	0.0765	0.1185	0.0078	0	0.4402	0.0558	0
mix_94	0.0887	0.2075	0.187	0	0.1688	0.0809	0
mix_95	0.0724	0.2381	0.1146	0	0.1809	0.0781	0
mix_96	0.0934	0.1644	0.0849	0	0.123	0.109	0
mix_97	0.1125	0.2388	0.1296	0	0.0962	0.1145	0
mix_98	0.0901	0.2478	0.0802	0	0.1907	0.1091	0
mix_99	0.1181	0.0959	0.0	0	0.3559	0.0956	0
mix_100	0.0704	0.1817	0.1175	0	0.291	0.0753	0
